eventid,src_ip,src_port,dst_ip,dst_port,session,protocol,version,hassh,hasshAlgorithms,message,sensor,timestamp
cowrie.login.failed,200.69.236.207,,,,42b0bda8b0c6,,,,,login attempt [hbq/123] failed,localhost,2024-10-06T22:51:47.191597Z
cowrie.session.closed,205.210.31.254,,,,3e42785367d2,,,,,Connection lost after 4 seconds,localhost,2024-10-06T22:51:48.263385Z
cowrie.session.closed,200.69.236.207,,,,42b0bda8b0c6,,,,,Connection lost after 2 seconds,localhost,2024-10-06T22:51:48.355399Z
cowrie.session.connect,180.100.208.91,36567,172.233.154.19,2222,40fefc8f1d00,ssh,,,,New connection: 180.100.208.91:36567 (172.233.154.19:2222) [session: 40fefc8f1d00],localhost,2024-10-06T22:52:04.564646Z
cowrie.client.version,180.100.208.91,,,,40fefc8f1d00,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:52:04.565188Z
cowrie.client.kex,180.100.208.91,,,,40fefc8f1d00,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:52:04.743458Z
cowrie.login.failed,180.100.208.91,,,,40fefc8f1d00,,,,,login attempt [deploy/12345678] failed,localhost,2024-10-06T22:52:05.497691Z
cowrie.session.closed,180.100.208.91,,,,40fefc8f1d00,,,,,Connection lost after 2 seconds,localhost,2024-10-06T22:52:06.678658Z
cowrie.session.connect,181.55.188.218,41650,172.233.154.19,2222,60b48a70117a,ssh,,,,New connection: 181.55.188.218:41650 (172.233.154.19:2222) [session: 60b48a70117a],localhost,2024-10-06T22:52:07.917817Z
cowrie.client.version,181.55.188.218,,,,60b48a70117a,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:52:07.918688Z
cowrie.client.kex,181.55.188.218,,,,60b48a70117a,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:52:08.041560Z
cowrie.login.failed,181.55.188.218,,,,60b48a70117a,,,,,login attempt [dev/dev@2024] failed,localhost,2024-10-06T22:52:08.539943Z
cowrie.session.closed,181.55.188.218,,,,60b48a70117a,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:52:09.662295Z
cowrie.session.connect,180.100.208.91,40347,172.233.154.19,2222,8e1eb6682bb8,ssh,,,,New connection: 180.100.208.91:40347 (172.233.154.19:2222) [session: 8e1eb6682bb8],localhost,2024-10-06T22:52:33.954412Z
cowrie.client.version,180.100.208.91,,,,8e1eb6682bb8,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:52:33.954975Z
cowrie.client.kex,180.100.208.91,,,,8e1eb6682bb8,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:52:34.098849Z
cowrie.session.connect,200.69.236.207,37065,172.233.154.19,2222,798f818c4274,ssh,,,,New connection: 200.69.236.207:37065 (172.233.154.19:2222) [session: 798f818c4274],localhost,2024-10-06T22:52:34.248434Z
cowrie.client.version,200.69.236.207,,,,798f818c4274,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:52:34.249008Z
cowrie.client.kex,200.69.236.207,,,,798f818c4274,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:52:34.435480Z
cowrie.login.failed,180.100.208.91,,,,8e1eb6682bb8,,,,,login attempt [admin/P@ssw0rd!123] failed,localhost,2024-10-06T22:52:34.715110Z
cowrie.login.failed,200.69.236.207,,,,798f818c4274,,,,,login attempt [cbe/cbe] failed,localhost,2024-10-06T22:52:35.222290Z
cowrie.session.closed,180.100.208.91,,,,8e1eb6682bb8,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:52:35.861256Z
cowrie.session.closed,200.69.236.207,,,,798f818c4274,,,,,Connection lost after 2 seconds,localhost,2024-10-06T22:52:36.411196Z
cowrie.session.connect,181.55.188.218,53950,172.233.154.19,2222,b9a5e560c37b,ssh,,,,New connection: 181.55.188.218:53950 (172.233.154.19:2222) [session: b9a5e560c37b],localhost,2024-10-06T22:52:50.951222Z
cowrie.client.version,181.55.188.218,,,,b9a5e560c37b,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:52:50.979004Z
cowrie.client.kex,181.55.188.218,,,,b9a5e560c37b,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:52:51.089106Z
cowrie.login.failed,181.55.188.218,,,,b9a5e560c37b,,,,,login attempt [kjz/123456] failed,localhost,2024-10-06T22:52:51.555078Z
cowrie.session.closed,181.55.188.218,,,,b9a5e560c37b,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:52:52.665187Z
cowrie.session.connect,180.100.208.91,44128,172.233.154.19,2222,f1ac2dbd9715,ssh,,,,New connection: 180.100.208.91:44128 (172.233.154.19:2222) [session: f1ac2dbd9715],localhost,2024-10-06T22:53:03.098992Z
cowrie.client.version,180.100.208.91,,,,f1ac2dbd9715,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:53:03.099560Z
cowrie.client.kex,180.100.208.91,,,,f1ac2dbd9715,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:53:03.241415Z
cowrie.login.failed,180.100.208.91,,,,f1ac2dbd9715,,,,,login attempt [user1/987654321] failed,localhost,2024-10-06T22:53:03.849764Z
cowrie.session.closed,180.100.208.91,,,,f1ac2dbd9715,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:53:04.994120Z
cowrie.session.connect,200.69.236.207,43215,172.233.154.19,2222,e82f48e979ec,ssh,,,,New connection: 200.69.236.207:43215 (172.233.154.19:2222) [session: e82f48e979ec],localhost,2024-10-06T22:53:20.466259Z
cowrie.client.version,200.69.236.207,,,,e82f48e979ec,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:53:20.466834Z
cowrie.client.kex,200.69.236.207,,,,e82f48e979ec,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:53:20.653682Z
cowrie.login.failed,200.69.236.207,,,,e82f48e979ec,,,,,login attempt [bnn/bnn] failed,localhost,2024-10-06T22:53:21.444742Z
cowrie.session.closed,200.69.236.207,,,,e82f48e979ec,,,,,Connection lost after 2 seconds,localhost,2024-10-06T22:53:22.634264Z
cowrie.session.connect,181.55.188.218,38018,172.233.154.19,2222,7a929829e2ac,ssh,,,,New connection: 181.55.188.218:38018 (172.233.154.19:2222) [session: 7a929829e2ac],localhost,2024-10-06T22:53:34.681417Z
cowrie.client.version,181.55.188.218,,,,7a929829e2ac,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:53:34.684346Z
cowrie.client.kex,181.55.188.218,,,,7a929829e2ac,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:53:34.795764Z
cowrie.login.failed,181.55.188.218,,,,7a929829e2ac,,,,,login attempt [carla/123456] failed,localhost,2024-10-06T22:53:35.256855Z
cowrie.session.closed,181.55.188.218,,,,7a929829e2ac,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:53:36.368815Z
cowrie.session.connect,200.69.236.207,49364,172.233.154.19,2222,e101f7707412,ssh,,,,New connection: 200.69.236.207:49364 (172.233.154.19:2222) [session: e101f7707412],localhost,2024-10-06T22:54:05.686220Z
cowrie.client.version,200.69.236.207,,,,e101f7707412,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:54:05.686764Z
cowrie.client.kex,200.69.236.207,,,,e101f7707412,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:54:05.873909Z
cowrie.login.failed,200.69.236.207,,,,e101f7707412,,,,,login attempt [dga/dga] failed,localhost,2024-10-06T22:54:06.666742Z
cowrie.session.closed,200.69.236.207,,,,e101f7707412,,,,,Connection lost after 2 seconds,localhost,2024-10-06T22:54:07.856531Z
cowrie.session.connect,47.234.143.55,54354,172.233.154.19,2222,37bed2559168,ssh,,,,New connection: 47.234.143.55:54354 (172.233.154.19:2222) [session: 37bed2559168],localhost,2024-10-06T22:54:17.968124Z
cowrie.client.version,47.234.143.55,,,,37bed2559168,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:54:17.968714Z
cowrie.client.kex,47.234.143.55,,,,37bed2559168,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:54:18.024142Z
cowrie.login.failed,47.234.143.55,,,,37bed2559168,,,,,login attempt [ftpuser/ftpuserpassword] failed,localhost,2024-10-06T22:54:18.302644Z
cowrie.session.connect,181.55.188.218,50320,172.233.154.19,2222,3d8bfaf0b1da,ssh,,,,New connection: 181.55.188.218:50320 (172.233.154.19:2222) [session: 3d8bfaf0b1da],localhost,2024-10-06T22:54:18.363372Z
cowrie.client.version,181.55.188.218,,,,3d8bfaf0b1da,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:54:18.384118Z
cowrie.client.kex,181.55.188.218,,,,3d8bfaf0b1da,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:54:18.519074Z
cowrie.login.failed,181.55.188.218,,,,3d8bfaf0b1da,,,,,login attempt [nagios/test] failed,localhost,2024-10-06T22:54:19.014833Z
cowrie.session.closed,47.234.143.55,,,,37bed2559168,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:54:19.360046Z
cowrie.session.closed,181.55.188.218,,,,3d8bfaf0b1da,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:54:20.162183Z
cowrie.session.connect,200.69.236.207,55512,172.233.154.19,2222,0adec563e77e,ssh,,,,New connection: 200.69.236.207:55512 (172.233.154.19:2222) [session: 0adec563e77e],localhost,2024-10-06T22:54:51.056464Z
cowrie.client.version,200.69.236.207,,,,0adec563e77e,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:54:51.057313Z
cowrie.client.kex,200.69.236.207,,,,0adec563e77e,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:54:51.219127Z
cowrie.login.failed,200.69.236.207,,,,0adec563e77e,,,,,login attempt [karika/123456] failed,localhost,2024-10-06T22:54:51.906654Z
cowrie.session.closed,200.69.236.207,,,,0adec563e77e,,,,,Connection lost after 2 seconds,localhost,2024-10-06T22:54:53.070612Z
cowrie.session.connect,181.55.188.218,34390,172.233.154.19,2222,a26019a08fe0,ssh,,,,New connection: 181.55.188.218:34390 (172.233.154.19:2222) [session: a26019a08fe0],localhost,2024-10-06T22:55:01.538079Z
cowrie.client.version,181.55.188.218,,,,a26019a08fe0,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:55:01.542634Z
cowrie.client.kex,181.55.188.218,,,,a26019a08fe0,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:55:01.659099Z
cowrie.login.failed,181.55.188.218,,,,a26019a08fe0,,,,,login attempt [qf/password123] failed,localhost,2024-10-06T22:55:02.096114Z
cowrie.session.closed,181.55.188.218,,,,a26019a08fe0,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:55:03.248899Z
cowrie.session.connect,200.69.236.207,33429,172.233.154.19,2222,926549503299,ssh,,,,New connection: 200.69.236.207:33429 (172.233.154.19:2222) [session: 926549503299],localhost,2024-10-06T22:55:35.835010Z
cowrie.client.version,200.69.236.207,,,,926549503299,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:55:35.835852Z
cowrie.client.kex,200.69.236.207,,,,926549503299,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:55:36.022924Z
cowrie.login.failed,200.69.236.207,,,,926549503299,,,,,login attempt [czj/czj] failed,localhost,2024-10-06T22:55:36.809713Z
cowrie.session.closed,200.69.236.207,,,,926549503299,,,,,Connection lost after 2 seconds,localhost,2024-10-06T22:55:37.998713Z
cowrie.session.connect,181.55.188.218,46686,172.233.154.19,2222,3007f5a44802,ssh,,,,New connection: 181.55.188.218:46686 (172.233.154.19:2222) [session: 3007f5a44802],localhost,2024-10-06T22:55:42.000457Z
cowrie.client.version,181.55.188.218,,,,3007f5a44802,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:55:42.001225Z
cowrie.client.kex,181.55.188.218,,,,3007f5a44802,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:55:42.113306Z
cowrie.login.failed,181.55.188.218,,,,3007f5a44802,,,,,login attempt [testuser/testuserpassword] failed,localhost,2024-10-06T22:55:42.654124Z
cowrie.session.closed,181.55.188.218,,,,3007f5a44802,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:55:43.774225Z
cowrie.session.connect,200.69.236.207,39576,172.233.154.19,2222,cf5015e38167,ssh,,,,New connection: 200.69.236.207:39576 (172.233.154.19:2222) [session: cf5015e38167],localhost,2024-10-06T22:56:20.396950Z
cowrie.client.version,200.69.236.207,,,,cf5015e38167,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:56:20.397544Z
cowrie.client.kex,200.69.236.207,,,,cf5015e38167,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:56:20.583679Z
cowrie.login.failed,200.69.236.207,,,,cf5015e38167,,,,,login attempt [xie/123456] failed,localhost,2024-10-06T22:56:21.368806Z
cowrie.session.closed,200.69.236.207,,,,cf5015e38167,,,,,Connection lost after 2 seconds,localhost,2024-10-06T22:56:22.557138Z
cowrie.session.connect,181.55.188.218,58986,172.233.154.19,2222,02ae6131e20f,ssh,,,,New connection: 181.55.188.218:58986 (172.233.154.19:2222) [session: 02ae6131e20f],localhost,2024-10-06T22:56:25.256916Z
cowrie.client.version,181.55.188.218,,,,02ae6131e20f,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:56:25.260344Z
cowrie.client.kex,181.55.188.218,,,,02ae6131e20f,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T22:56:25.372172Z
cowrie.login.failed,181.55.188.218,,,,02ae6131e20f,,,,,login attempt [dga/dga] failed,localhost,2024-10-06T22:56:25.875014Z
cowrie.session.closed,181.55.188.218,,,,02ae6131e20f,,,,,Connection lost after 1 seconds,localhost,2024-10-06T22:56:26.988625Z
cowrie.session.connect,200.69.236.207,45725,172.233.154.19,2222,7840ca234633,ssh,,,,New connection: 200.69.236.207:45725 (172.233.154.19:2222) [session: 7840ca234633],localhost,2024-10-06T22:57:04.984238Z
cowrie.client.version,200.69.236.207,,,,7840ca234633,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T22:57:04.984806Z
